Cam ID,Location,Latitude ,Longitude,camera_type,brand,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,bandwidth_mbps,night_vision,technical_notes,lat_dd,lon_dd,governorate_en,Kuwait_Governorate,estimated_daily_vehicles
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,2025-02-14 00:00:00,2023-11-14 00:00:00,23,Online,23.5,12,1,210,67,Good,98.36,3.55,TRUE,Heat exposure — add shade,29.30344444,47.96616667,Al Farwaniyah,Farwaniya,59080
194,قادم من الاحمدي باتجاه القرين," 29°12'13.16""N","48° 3'38.51""E",Thermal,Dahua,2022-10-24 00:00:00,2023-10-14 00:00:00,23,Intermittent,28.5,71,1,97,77,Warning,90.74,2.33,TRUE,Heat exposure — add shade,29.20365556,48.06069722,Al Ahmadi,Ahmadi,55366
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,2022-03-18 00:00:00,2024-09-28 00:00:00,19,Online,37,57,0,220,77,Good,98.86,5.55,TRUE,Mount stabilization required,29.36066667,47.964325,Al Asimah,Al Asimah,73734
117,مدخل شارع سالم الحريص القادم من الفحيحيل," 29°17'22.83""N"," 48° 4'20.91""E",Thermal,Dahua,2018-02-01 00:00:00,2025-10-16 00:00:00,19,Online,43.1,34,2,486,85,Warning,98.12,4.75,FALSE,Replace network cable,29.289675,48.072475,Mubarak Al-Kabeer,Mubarak Al-Kabeer,49983
404,القادم من شارع شاهين الغانم باتجاه د. 5," 29°19'24.68""N"," 48° 5'13.54""E",Dome,Uniview,2018-06-25 00:00:00,2024-09-10 00:00:00,21,Online,29,55,1,38,88,Good,99.64,1.2,FALSE,Check IR LEDs,29.32352222,48.08709444,Hawalli,Hawalli,74792
92,مخرج القادم من الجهراء باتجاه المدينه," 29°18'23.05""N","48° 1'21.49""E",Dome,Uniview,2025-01-24 00:00:00,2023-10-17 00:00:00,23,Online,33,67,0,556,63,Good,99.22,2.45,TRUE,Heat exposure — add shade,29.30640278,48.02263611,Hawalli,Hawalli,51533
152,قادم من الجهراء باتجاه الضجيج," 29°15'47.51""N"," 47°57'8.29""E",Analog,Axis,2025-08-13 00:00:00,2025-02-10 00:00:00,19,Online,19.7,31,2,352,70,Warning,99.47,4.26,TRUE,,29.26319722,47.95230278,Al Farwaniyah,Farwaniya,54065
254,قادم من الدائري الرابع  باتجاه شارع حمد راشد العليان ," 29°18'48.93""N"," 47°56'2.46""E",Thermal,Axis,2023-10-07 00:00:00,2023-02-28 00:00:00,18,Intermittent,30.9,54,0,226,73,Warning,95.33,3.04,TRUE,,29.31359167,47.93401667,Al Farwaniyah,Farwaniya,66750
108,القادم من الفحيحيل باتجاه السالميه," 29°19'3.42""N"," 48° 3'26.67""E",Analog,Bosch,2018-03-28 00:00:00,2024-09-02 00:00:00,23,Online,25.4,54,1,680,84,Good,99.17,2.82,TRUE,Heat exposure — add shade,29.31761667,48.05740833,Hawalli,Hawalli,81756
156,قادم من المسيله باتجاه الخامس," 29°16'9.29""N"," 47°57'6.70""E",Thermal,Honeywell,2020-08-20 00:00:00,2023-12-16 00:00:00,23,Offline,32.3,61,0,362,75,Warning,95.8,7.86,TRUE,Heat exposure — add shade,29.26924722,47.95186111,Al Farwaniyah,Farwaniya,79681
14,الاول /الرياض الخارج من المدينه - الشيراتون," 29°21'33.61""N"," 47°58'20.97""E",Analog,Hikvision,2021-10-13 00:00:00,2025-04-17 00:00:00,20,Online,32.1,49,1,590,89,Good,99.41,2.56,TRUE,Lens requires cleaning,29.35933611,47.97249167,Al Asimah,Al Asimah,85180
52,قادم من الجهراء باتجاه صلة الدوحه," 29°18'12.50""N"," 47°47'1.83""E",Bullet,Bosch,2024-09-09 00:00:00,2025-02-07 00:00:00,19,Online,31.2,74,0,338,93,Good,99.08,3.45,TRUE,Replace network cable,29.30347222,47.78384167,Al Jahrah,Jahra,58894
167,قادم من الحساوي باتجاه المسيله," 29°16'0.54""N","47°55'45.08""E",Analog,Hikvision,2019-03-06 00:00:00,2023-10-15 00:00:00,21,Online,32.6,55,1,97,81,Good,98.03,1.63,FALSE,Periodic false motion alerts,29.26681667,47.92918889,Al Farwaniyah,Farwaniya,65564
219,قادم من صباح السالم باتجاه المدينه," 29°15'0.90""N","48° 5'30.33""E",Thermal,Honeywell,2018-06-26 00:00:00,2025-12-09 00:00:00,19,Online,38.1,33,1,523,77,Good,98.08,4.52,TRUE,Firmware update recommended,29.25025,48.09175833,Mubarak Al-Kabeer,Mubarak Al-Kabeer,48421
268,قادم من فهد السالم باتجاه الدائري الاول و الخليج," 29°21'58.98""N"," 47°57'56.30""E",Dome,Hanwha,2020-11-18 00:00:00,2025-02-28 00:00:00,19,Online,35.7,36,2,114,94,Good,98.77,7.57,TRUE,,29.36638333,47.96563889,Al Asimah,Al Asimah,113191
24,مدخل مؤسسة البترول باتجاه شارع الخليج," 29°21'7.82""N","47°56'43.29""E",Fisheye,Uniview,2018-10-14 00:00:00,2023-06-08 00:00:00,19,Online,31.3,65,1,536,61,Good,99.27,2.58,TRUE,,29.35217222,47.94535833,Al Asimah,Al Asimah,47120
123,قادم من المدينه باتجاه الجهراء," 29°16'18.37""N","48° 4'59.42""E",Thermal,Bosch,2018-12-30 00:00:00,2025-09-30 00:00:00,18,Online,33.3,53,3,688,84,Warning,98.94,3.58,TRUE,,29.27176944,48.08317222,Mubarak Al-Kabeer,Mubarak Al-Kabeer,53696
36,ط. الجهراء الشويخ الاداريه باتجاه دوار الامم," 29°20'38.20""N"," 47°56'59.56""E",Thermal,Hikvision,2023-08-05 00:00:00,2018-10-24 00:00:00,19,Online,20.9,57,0,496,73,Good,98.08,2.82,TRUE,Heat exposure — add shade,29.34394444,47.94987778,Al Asimah,Al Asimah,63688
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,2023-05-09 00:00:00,2025-07-10 00:00:00,20,Offline,22,69,1,275,81,Warning,96.19,3.15,TRUE,,29.21439167,48.1022,Mubarak Al-Kabeer,Mubarak Al-Kabeer,52446
86,د.4 / المغرب المخرج المؤدي الي  د-5," 29°19'17.80""N"," 48° 0'45.23""E",Bullet,Uniview,2023-12-20 00:00:00,2025-10-10 00:00:00,21,Online,27.4,57,1,725,64,Good,98.66,1.5,TRUE,Periodic false motion alerts,29.32161111,48.01256389,Hawalli,Hawalli,45541
382,مخرج الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Thermal,Hikvision,2023-12-29 00:00:00,2024-12-22 00:00:00,22,Online,32.6,76,1,595,62,Good,98.47,1.42,TRUE,,28.67294444,48.36219444,Al Ahmadi,Ahmadi,34348
36,ط. الجهراء الشويخ الاداريه باتجاه دوار الامم," 29°20'38.20""N"," 47°56'59.56""E",Thermal,Hikvision,2023-08-05 00:00:00,2022-05-17 00:00:00,18,Online,34.9,51,0,279,91,Good,98.22,11.44,TRUE,Check IR LEDs,29.34394444,47.94987778,Al Asimah,Al Asimah,101887
286,قادم من شارع خالد ابن الوليد باتجاه شارع الخليج العربي السالمية ," 29°23'6.88""N"," 47°58'48.99""E",Bullet,Dahua,2024-07-22 00:00:00,2025-03-14 00:00:00,21,Online,31,45,1,688,78,Good,99.8,1,TRUE,Replace network cable,29.38524444,47.980275,Al Asimah,Al Asimah,62917
275,قادم من شارع الخليج العربي من ناحية باتجاه شارع السور ,,,IP,Bosch,2020-07-07 00:00:00,2022-08-11 00:00:00,19,Online,29.7,71,2,307,75,Warning,99.27,1.83,TRUE,Periodic false motion alerts,,,,Unknown,44266
397,القادم من  الدائري الخامس باتجاه شارع قطر السالميه ," 29°19'30.57""N"," 48° 5'6.72""E",Analog,Honeywell,2025-03-04 00:00:00,2022-02-22 00:00:00,23,Offline,25.5,73,3,131,87,Warning,97.44,0.77,TRUE,Lens requires cleaning,29.32515833,48.0852,Hawalli,Hawalli,84521
214,قادم من ابوفطيره باتجاه الفحيحيل," 29°12'40.36""N","48° 6'11.06""E",Dome,Vivotek,2020-09-23 00:00:00,2024-10-19 00:00:00,23,Online,37.6,62,2,156,75,Warning,98.7,3.6,TRUE,Periodic false motion alerts,29.21121111,48.10307222,Al Ahmadi,Ahmadi,54806
297,قادم من شارع الخليج العربي السالمية باتجاه شارع عبد الرحمن يوسف حمد الرومي ,,,Thermal,Bosch,2022-09-01 00:00:00,2025-02-15 00:00:00,22,Online,33.8,49,1,69,64,Good,98.46,2.23,FALSE,Replace network cable,,,,Unknown,38010
296,قادم من شارع الخليج العربي الشويخ باتجاه شارع عبد الرحمن يوسف حمد الرومي ," 29°22'56.64""N"," 48° 0'8.28""E",IP,Bosch,2021-07-16 00:00:00,2023-07-29 00:00:00,23,Online,30.2,35,1,473,91,Good,98.57,3.99,FALSE,Firmware update recommended,29.3824,48.0023,,Unknown,71830
97,مخرج الدائري الثاني," 29°22'1.15""N"," 48° 0'32.95""E",Bullet,Bosch,2019-12-29 00:00:00,2024-06-24 00:00:00,22,Online,28.6,33,1,248,77,Good,98.35,4.74,TRUE,Lens requires cleaning,29.36698611,48.00915278,Hawalli,Hawalli,89028
372,قادم من شارع جابر المبارك باتجاه شارع خالد ابن الوليد ," 29°22'31.00""N"," 47°59'35.41""E",Fisheye,Hikvision,2022-08-04 00:00:00,2023-04-22 00:00:00,20,Online,24.8,33,0,372,97,Good,98.24,1.27,TRUE,Check IR LEDs,29.37527778,47.99316944,Al Asimah,Al Asimah,88564
224,القادم من السالمية باتجاه الضجيج," 29°18'11.55""N"," 47°57'44.36""E",Dome,Uniview,2020-03-28 00:00:00,2025-08-13 00:00:00,18,Offline,31.1,71,0,165,82,Good,90.6,2.65,TRUE,Periodic false motion alerts,29.30320833,47.96232222,Al Farwaniyah,Farwaniya,67030
356,قادم من شارع الفحاحيل باتجاه شارع جابر المبارك ,,,Analog,Vivotek,2022-10-05 00:00:00,2023-05-16 00:00:00,19,Online,34.3,59,2,8,67,Warning,99.88,1.75,FALSE,,,,,Unknown,36493
271,قادم من شارع عبد العزيز حمد الصقر باتجاه الدائري الأول ,,,Dome,Dahua,2021-10-26 00:00:00,2023-11-27 00:00:00,19,Online,44.9,58,3,83,70,Warning,99.9,2.62,TRUE,Heat exposure — add shade,,,,Unknown,41830
107,القادم من المدينه باتجاه الجهراء," 29°18'42.60""N","48° 2'49.13""E",Dome,Vivotek,2020-02-03 00:00:00,2021-08-28 00:00:00,21,Online,31.8,50,0,71,98,Good,98.88,3.71,TRUE,Lens requires cleaning,29.31183333,48.04698056,Hawalli,Hawalli,99864
57,القادم من العبدلي باتجاه جابر والقصر," 29°20'28.34""N","47°42'41.21""E",Bullet,Uniview,2022-03-15 00:00:00,2022-12-06 00:00:00,18,Online,26.5,29,0,509,71,Good,98.76,3.4,TRUE,Check IR LEDs,29.34120556,47.71144722,Al Jahrah,Jahra,39623
43,قادم دوار الامم باتجاه الجهراء - غرناطه ," 29°18'36.94""N","47°52'28.94""E",Thermal,Uniview,2018-02-21 00:00:00,2023-02-11 00:00:00,19,Online,36.5,60,0,440,92,Good,98.16,3.42,TRUE,,29.31026111,47.87470556,Al Farwaniyah,Farwaniya,79399
61,مدخل الطريق المؤدي الي ميناء الدوحه," 29°21'12.77""N","47°48'8.37""E",Dome,Dahua,2020-01-14 00:00:00,2025-01-07 00:00:00,18,Online,34.8,89,0,77,79,Good,99.02,6.01,TRUE,,29.35354722,47.802325,Al Jahrah,Jahra,58253
92,مخرج القادم من الجهراء باتجاه المدينه," 29°18'23.05""N","48° 1'21.49""E",Dome,Uniview,2025-01-24 00:00:00,2024-03-15 00:00:00,22,Online,33.2,54,3,253,68,Warning,98.72,6.8,TRUE,Heat exposure — add shade,29.30640278,48.02263611,Hawalli,Hawalli,70223
44,قادم الجهراء باتجاه السالميه والمدينه - جسر," 29°18'34.09""N","47°52'43.41""E",PTZ,Axis,2022-06-20 00:00:00,2023-09-06 00:00:00,18,Online,36.5,32,0,270,83,Good,99.32,3.73,TRUE,,29.30946944,47.878725,Al Farwaniyah,Farwaniya,78803
382,مخرج الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Thermal,Hikvision,2023-12-29 00:00:00,2023-01-09 00:00:00,18,Online,26.7,68,0,21,60,Good,98.43,4.56,TRUE,Firmware update recommended,28.67294444,48.36219444,Al Ahmadi,Ahmadi,39265
288,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد الشويخ ," 29°23'6.68""N"," 47°58'48.27""E",Analog,Uniview,2025-02-10 00:00:00,2025-05-22 00:00:00,22,Online,33.7,66,1,385,78,Good,99.94,3.8,TRUE,,29.38518889,47.980075,Al Asimah,Al Asimah,78990
170,قادم من مستشفى الفروانيه باتجاه الجهراء," 29°16'3.72""N","47°54'15.42""E",Fisheye,Uniview,2023-10-20 00:00:00,2024-04-26 00:00:00,22,Online,34.8,67,0,201,93,Good,99.04,3.46,TRUE,,29.2677,47.90428333,Al Farwaniyah,Farwaniya,90602
245,قادم من الملك فهد بن عبدالعزيز باتجاه الملك عبدالله بن عبدالعزيز," 29°15'49.15""N"," 48° 2'32.21""E",Bullet,Hikvision,2018-10-12 00:00:00,2022-03-20 00:00:00,19,Online,31.6,46,2,453,63,Warning,98.12,9.42,TRUE,,29.26365278,48.04228056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,44808
244,قادم من عيسى بن سلمان الخليفه باتجاه حسين علي الرومي," 29°19'50.22""N"," 48° 2'19.38""E",Thermal,Bosch,2021-07-22 00:00:00,2020-01-28 00:00:00,21,Intermittent,38.2,41,0,700,71,Warning,90.55,1.33,TRUE,Check IR LEDs,29.33061667,48.03871667,Hawalli,Hawalli,51012
297,قادم من شارع الخليج العربي السالمية باتجاه شارع عبد الرحمن يوسف حمد الرومي ,,,Thermal,Bosch,2022-09-01 00:00:00,2024-12-24 00:00:00,22,Online,45.8,73,2,122,92,Warning,99.04,1.51,FALSE,Periodic false motion alerts,,,,Unknown,53876
166,قادم من الجهراء باتجاه الجساوي ,"29°16'1.06""N","47°55'17.84""E",IP,Hanwha,2022-02-18 00:00:00,2025-06-29 00:00:00,23,Online,37.7,57,2,644,84,Good,98.62,4.27,TRUE,,29.26696111,47.92162222,Al Farwaniyah,Farwaniya,79574
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,2025-01-22 00:00:00,2024-08-23 00:00:00,22,Online,28.8,74,1,222,75,Good,99.38,2.56,TRUE,Heat exposure — add shade,29.26548333,47.90606944,Al Farwaniyah,Farwaniya,64107
155,قادم الضجيج باتجاه المسيله," 29°15'56.54""N","47°57'24.55""E",Fisheye,Dahua,2025-02-07 00:00:00,2024-01-16 00:00:00,19,Online,27.1,46,3,581,67,Warning,98.23,1.72,FALSE,Heat exposure — add shade,29.26570556,47.95681944,Al Farwaniyah,Farwaniya,46472
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,2021-11-27 00:00:00,2025-06-17 00:00:00,23,Offline,30.5,40,2,256,93,Warning,95.18,2.97,TRUE,,29.26614722,47.96618611,Al Farwaniyah,Farwaniya,90681
103,المخرج المؤدي الي المدينه القادم من السالميه," 29°20'0.71""N"," 48° 2'17.51""E",Thermal,Bosch,2018-06-30 00:00:00,2025-02-16 00:00:00,23,Online,35.6,52,1,146,62,Good,99.88,3.49,TRUE,Mount stabilization required,29.33353056,48.03819722,Hawalli,Hawalli,52037
255,قادم من شارع حمد راشد العليان باتجاه الدائري الرابع ,,,Thermal,Hanwha,2022-06-20 00:00:00,2024-01-10 00:00:00,19,Online,26.2,66,0,625,70,Good,98.48,2.04,TRUE,,,,,Unknown,46486
55,قادم من المدينه باتجاه القصر وجابر," 29°20'32.16""N","47°42'38.37""E",Thermal,Bosch,2025-01-07 00:00:00,2022-07-21 00:00:00,20,Online,37.6,70,2,22,61,Warning,99.99,3.04,FALSE,Lens requires cleaning,29.34226667,47.71065833,Al Jahrah,Jahra,30606
112,مخرج  القادم من بيان باتجاه الفحيحيل,"    29°17'46.39""N","48° 4'0.64""E",Thermal,Hanwha,2025-06-09 00:00:00,2025-06-19 00:00:00,18,Intermittent,33,79,0,339,79,Good,93.68,5.5,FALSE,Focus adjustment needed,29.29621944,48.06684444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,53062
71,د.4 / الغرالي المخرج المؤدي الي جسر جابر," 29°19'0.68""N","47°56'30.12""E",Analog,Hanwha,2018-10-28 00:00:00,2022-06-22 00:00:00,19,Online,33,53,1,350,66,Good,99.14,5.95,FALSE,Focus adjustment needed,29.31685556,47.9417,Al Farwaniyah,Farwaniya,67807
61,مدخل الطريق المؤدي الي ميناء الدوحه," 29°21'12.77""N","47°48'8.37""E",Dome,Dahua,2020-01-14 00:00:00,2020-07-17 00:00:00,21,Online,29.9,37,0,399,69,Good,98.67,4,TRUE,Lens requires cleaning,29.35354722,47.802325,Al Jahrah,Jahra,48410
30,مخرج باتجاه شارع الجهراء والتطبيقي," 29°20'11.65""N","47°55'37.75""E",PTZ,Hanwha,2019-01-15 00:00:00,2025-04-25 00:00:00,20,Online,34.5,63,1,0,86,Good,98.69,5.92,TRUE,Mount stabilization required,29.33656944,47.92715278,Al Asimah,Al Asimah,91983
270,قادم من الدائري الأول باتجاه شارع عبد العزيز حمد الصقر ," 29°22'0.17""N"," 47°57'54.88""E",Thermal,Bosch,2023-06-15 00:00:00,2021-06-17 00:00:00,20,Intermittent,26.3,15,0,189,72,Warning,95.25,1.09,TRUE,Focus adjustment needed,29.36671389,47.96524444,Al Asimah,Al Asimah,62365
209,الغوض / 208 قادم العدان باتجاه الملك فهد," 29°12'44.56""N","48° 5'21.88""E",Analog,Bosch,2024-05-24 00:00:00,2023-03-30 00:00:00,19,Offline,30,60,1,445,78,Warning,96.13,6.83,FALSE,Periodic false motion alerts,29.21237778,48.08941111,Mubarak Al-Kabeer,Mubarak Al-Kabeer,55330
432,القادم من د.5 باتجاه شارع معاذ بن جبل الرميثيه," 29°19'13.14""N"," 48° 3'41.90""E",IP,Axis,2023-07-27 00:00:00,2025-04-22 00:00:00,21,Offline,33.1,63,0,34,70,Warning,93.48,0.97,TRUE,Periodic false motion alerts,29.32031667,48.06163889,Hawalli,Hawalli,49788
209,الغوض / 208 قادم العدان باتجاه الملك فهد," 29°12'44.56""N","48° 5'21.88""E",Analog,Bosch,2024-05-24 00:00:00,2023-10-19 00:00:00,21,Online,29.7,54,1,514,97,Good,98.54,2.16,TRUE,,29.21237778,48.08941111,Mubarak Al-Kabeer,Mubarak Al-Kabeer,65242
54,المخرج القادم من جابر باتجاه ط. الجهراء," 29°20'23.53""N","47°42'57.28""E",Fisheye,Uniview,2023-03-11 00:00:00,2023-11-13 00:00:00,20,Offline,26.6,62,0,488,70,Warning,93.49,1.89,TRUE,Focus adjustment needed,29.33986944,47.71591111,Al Jahrah,Jahra,36243
326,قادم من شارع فهد السالم باتجاه دوار الجهراء," 29°21'43.73""N"," 47°57'52.14""E",Analog,Vivotek,2018-09-13 00:00:00,2025-08-16 00:00:00,19,Online,35.6,41,1,561,73,Good,98.04,8.75,TRUE,,29.36214722,47.96448333,Al Asimah,Al Asimah,74242
23,مخرج مؤسسة البترول باتجاه الغزالي," 29°21'7.83""N","47°56'41.14""E",Bullet,Bosch,2022-03-27 00:00:00,2025-06-08 00:00:00,20,Online,38,56,2,463,74,Warning,98.82,3.29,TRUE,,29.352175,47.94476111,Al Asimah,Al Asimah,65154
372,قادم من شارع جابر المبارك باتجاه شارع خالد ابن الوليد ," 29°22'31.00""N"," 47°59'35.41""E",Fisheye,Hikvision,2022-08-04 00:00:00,2025-03-14 00:00:00,23,Online,33.6,64,0,286,68,Good,99,0.87,TRUE,,29.37527778,47.99316944,Al Asimah,Al Asimah,50534
21,قادم من الخليج  باتجاه دوار جمال  ," 29°21'21.68""N","47°57'0.01""E",Thermal,Vivotek,2018-12-25 00:00:00,2023-07-11 00:00:00,23,Online,41,36,4,131,71,Warning,99.83,14.33,TRUE,Firmware update recommended,29.35602222,47.95000278,Al Asimah,Al Asimah,84108
200,قادم من العدان باتجاه الاحمدي," 29°14'15.65""N","48° 2'59.15""E",Analog,Hikvision,2023-10-10 00:00:00,2021-08-30 00:00:00,21,Online,34.5,91,0,220,66,Good,99.61,4.51,TRUE,Check IR LEDs,29.23768056,48.04976389,Mubarak Al-Kabeer,Mubarak Al-Kabeer,43062
101,مدخل د.4 القادم من المدينه - الصليبخات," 29°19'56.52""N"," 48° 2'17.95""E",Thermal,Hikvision,2022-03-31 00:00:00,2025-06-10 00:00:00,22,Online,36.7,30,1,516,89,Good,98.51,8.99,TRUE,Periodic false motion alerts,29.33236667,48.03831944,Hawalli,Hawalli,96800
52,قادم من الجهراء باتجاه صلة الدوحه," 29°18'12.50""N"," 47°47'1.83""E",Bullet,Bosch,2024-09-09 00:00:00,2022-08-03 00:00:00,22,Online,29.2,51,0,302,81,Good,98.61,3.49,TRUE,Firmware update recommended,29.30347222,47.78384167,Al Jahrah,Jahra,52475
215,قادم من ابوفطيره باتجاه المدينه," 29°13'9.79""N","48° 6'5.32""E",Bullet,Dahua,2020-12-04 00:00:00,2025-09-16 00:00:00,22,Online,37.5,50,0,403,96,Good,98.21,3.11,TRUE,Lens requires cleaning,29.21938611,48.10147778,Mubarak Al-Kabeer,Mubarak Al-Kabeer,65551
352,قادم من شارع السور/القاهرة باتجاه شارع مبارك الكبير ," 29°22'1.43""N"," 47°59'21.61""E",Analog,Hanwha,2021-12-08 00:00:00,2023-09-10 00:00:00,19,Offline,33,50,0,723,74,Warning,93.43,0.62,TRUE,Firmware update recommended,29.36706389,47.98933611,Al Asimah,Al Asimah,52033
188,قادم من صبحان باتجاه الجهراء," 29°11'1.92""N"," 47°59'38.16""E",IP,Bosch,2018-03-26 00:00:00,2025-09-24 00:00:00,21,Online,44.4,68,0,670,70,Good,99.28,2.33,TRUE,,29.18386667,47.99393333,Al Ahmadi,Ahmadi,39265
361,شارع جاسم محمد البحر باتجاه شارع الخليج /الدائري الأول ,,,Fisheye,Dahua,2023-03-22 00:00:00,2025-06-09 00:00:00,18,Online,38.1,70,0,493,65,Good,99.39,10.26,TRUE,Firmware update recommended,,,,Unknown,53507
