Cam ID,Location,Longitude,Latitude,camera_type,brand,resolution_mp,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,motion_events_per_day,bandwidth_mbps,night_vision,ptz,location_category,technical_notes
435,القادم من شارع ثقيف السالميه باتجاه د.ا5,,,Dome,Vivotek,8,10/13/2021,7/22/2021,22,Online,36.6,48,0,375,69,Good,98.25,114,2.59,TRUE,FALSE,Gate,
132,قادم من الجهراء باتجاه الفروانيه," 29°18'8.51""N","47°57'39.44""E",IP,Axis,4,2/17/2024,11/28/2024,21,Online,46,25,1,498,75,Good,99.91,117,3.92,TRUE,TRUE,Warehouse,Periodic false motion alerts
44,قادم الجهراء باتجاه السالميه والمدينه - جسر," 29°18'34.09""N","47°52'43.41""E",PTZ,Axis,5,6/20/2022,2/5/2024,19,Offline,47.8,87,1,28,65,Warning,96.57,118,3.61,TRUE,FALSE,Office,Mount stabilization required
209,الغوض / 208 قادم العدان باتجاه الملك فهد," 29°12'44.56""N","48° 5'21.88""E",Analog,Bosch,4,5/24/2024,9/30/2023,19,Offline,34,48,1,464,84,Warning,93.42,142,3.47,TRUE,FALSE,Lobby,Heat exposure — add shade
73,د.4 / المطارالمخرج المؤدي الي د.5," 29°18'58.28""N","47°57'37.85""E",PTZ,Hikvision,8,7/5/2022,1/15/2024,18,Online,27.3,63,2,614,79,Good,98.33,122,8.27,FALSE,FALSE,Server Room,Mount stabilization required
440,القادم من شارع عيسى القطامي السالميه باتجاه د.5," 29°19'25.31""N"," 48° 3'56.12""E",Bullet,Hanwha,5,5/21/2019,11/24/2024,22,Online,32.7,40,0,249,87,Good,98.37,110,5.9,TRUE,FALSE,Gate,Lens requires cleaning
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,12,4/1/2024,3/26/2022,20,Online,27.7,41,2,315,80,Good,98.99,112,13.15,TRUE,FALSE,Roof,Replace network cable
268,قادم من فهد السالم باتجاه الدائري الاول و الخليج," 29°21'58.98""N"," 47°57'56.30""E",Dome,Hanwha,2,11/18/2020,4/2/2025,19,Online,28.8,80,1,182,66,Good,99.62,112,1.13,FALSE,FALSE,Server Room,
102,مدخل د.4 القادم من الفحيحيل- السالميه," 29°19'45.64""N"," 48° 2'28.58""E",Thermal,Vivotek,8,5/3/2023,7/8/2023,18,Online,24.4,50,0,530,86,Good,98.83,96,8.19,TRUE,FALSE,Server Room,
438,القادم من شارع المغيره بن شعبه السالميه باتجاه دوار الامام زين العابدين," 29°19'36.21""N"," 48° 4'36.57""E",IP,Dahua,2,8/15/2023,7/18/2023,21,Offline,31.6,44,0,85,61,Warning,90.15,130,0.66,TRUE,FALSE,Parking,Check IR LEDs
298,قادم من شارع عبد الرحمن يوسف حمد الرومي باتجاه قادم من شارع الخليج العربي الشويخ,"  29°22'55.58""N"," 48° 0'8.44""E",PTZ,Honeywell,5,1/14/2023,7/27/2024,22,Online,22,54,0,111,99,Good,99.54,132,4.47,TRUE,FALSE,Gate,Periodic false motion alerts
67,د.4 / القاسم المخرج المؤدي الي الميره," 29°18'49.00""N","47°55'38.54""E",Dome,Bosch,4,3/10/2021,4/7/2020,21,Online,24.2,35,0,37,69,Good,99.69,111,2.44,TRUE,FALSE,Warehouse,Focus adjustment needed
246,قادم من الملك عبدالله بن عبدالعزيز باتجاه الملك فهد بن عبدالعزيز," 29°15'48.46""N"," 48° 2'35.44""E",PTZ,Axis,8,10/29/2021,4/16/2023,20,Online,30.3,65,5,719,90,Warning,98.6,107,4.58,FALSE,FALSE,Office,
217,قادم من المدينه باتجاه صباح السالم," 29°15'3.83""N","48° 5'25.86""E",Thermal,Hanwha,5,12/19/2020,6/7/2025,22,Online,22.6,53,1,268,63,Good,98.18,124,3.96,TRUE,FALSE,Server Room,Check IR LEDs
100,المخرج المؤدي الي ط.عبدالعزيز @ الجابريه," 29°19'42.70""N","48° 2'27.77""E",PTZ,Uniview,5,12/26/2022,4/19/2023,21,Offline,35.5,45,0,178,78,Good,92.49,114,1.99,TRUE,TRUE,Lobby,Lens requires cleaning
3, الاول / عيسى مدخل المدينه باتجاه الخليجيه," 29°22'29.65""N"," 47°59'43.97""E",Fisheye,Honeywell,5,12/27/2020,6/30/2021,20,Online,35.8,49,0,494,60,Good,99.6,109,3.6,TRUE,FALSE,Roof,
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,8,4/19/2024,11/10/2025,22,Online,31.5,61,2,626,67,Warning,99.25,133,8.07,TRUE,FALSE,Perimeter,Focus adjustment needed
452,القادم من شارع ابوحنيفه الرميثيه باتجاه د.5," 29°19'22.94""N"," 48° 3'58.75""E",Analog,Uniview,8,10/5/2023,8/31/2023,21,Intermittent,24.9,49,0,149,91,Good,94.22,89,8.71,TRUE,FALSE,Gate,
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,8,4/1/2024,1/15/2019,19,Online,31.3,54,2,698,75,Warning,98.73,113,4.92,TRUE,FALSE,Gate,
86,د.4 / المغرب المخرج المؤدي الي  د-5," 29°19'17.80""N"," 48° 0'45.23""E",Bullet,Uniview,8,12/20/2023,3/18/2022,22,Intermittent,34.6,44,1,323,74,Warning,92.83,118,6.48,TRUE,FALSE,Office,Focus adjustment needed
382,مخرج الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Thermal,Hikvision,5,12/29/2023,3/12/2024,19,Online,37.7,66,0,683,82,Good,98.89,113,2.49,TRUE,TRUE,Warehouse,Replace network cable
242,قادم من المغرب باتجاه الشيخ زايد," 29°18'25.91""N"," 48° 1'33.42""E",Thermal,Vivotek,2,12/15/2018,2/22/2021,18,Online,39.4,68,2,82,84,Good,99.68,108,1.82,TRUE,FALSE,Roof,Replace network cable
347,قادم من المدينة باتجاه شارع الرياض 50 ,,,Thermal,Dahua,4,11/10/2018,5/23/2024,23,Online,25.2,30,2,144,71,Warning,98.24,113,2.02,TRUE,FALSE,Lobby,Periodic false motion alerts
84,د.4 / الرياض المخرج المؤدي الي السالميه," 29°19'5.85""N","47°58'32.36""E",Thermal,Honeywell,5,7/27/2020,10/20/2025,20,Online,31.2,45,2,141,80,Good,98.85,118,2.71,TRUE,FALSE,Server Room,Heat exposure — add shade
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,4,11/27/2021,9/13/2025,21,Online,39.8,41,4,554,68,Warning,98.77,110,3.65,TRUE,FALSE,Office,Check IR LEDs
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,5,1/22/2025,9/30/2021,20,Online,16.6,65,1,56,74,Good,99.99,114,3.38,TRUE,TRUE,Roof,
93,مدخل القادم من الملك فهد باتجاه الجهراء," 29°18'14.50""N","48° 1'27.86""E",Thermal,Axis,2,8/13/2020,10/24/2025,23,Online,30.3,63,1,450,66,Good,99.76,123,2.27,TRUE,FALSE,Perimeter,
61,مدخل الطريق المؤدي الي ميناء الدوحه," 29°21'12.77""N","47°48'8.37""E",Dome,Dahua,2,1/14/2020,7/4/2025,19,Online,33.8,55,0,290,92,Good,99.03,127,1.82,TRUE,TRUE,Roof,Check IR LEDs
7,الاول / القاهره الخارج من المدينه - الشيراتون," 29°21'48.53""N","47°59'23.77""E",Thermal,Axis,2,6/1/2024,6/29/2025,19,Online,34.1,61,0,163,66,Good,99.44,119,1.52,TRUE,TRUE,Office,Mount stabilization required
280,قادم من شارع عبد العزيز حمد الصقر باتجاه شارع الخليج العربي الشويخ ," 29°22'5.02""N","  47°57'47.44""E",IP,Vivotek,4,1/25/2018,2/13/2024,23,Online,32.3,55,0,271,78,Good,98.06,102,3.44,TRUE,FALSE,Warehouse,Focus adjustment needed
374,قادم من الدائري الاول باتجاه  طريق الفحاحيل السريع," 29°22'22.36""N"," 47°59'49.37""E",Bullet,Bosch,5,9/20/2020,2/20/2024,22,Online,36,55,0,690,70,Good,98.71,117,4.34,TRUE,TRUE,Lobby,Mount stabilization required
100,المخرج المؤدي الي ط.عبدالعزيز @ الجابريه," 29°19'42.70""N","48° 2'27.77""E",PTZ,Uniview,5,12/26/2022,10/14/2021,20,Online,19.1,63,2,403,60,Warning,99.06,110,2.08,TRUE,FALSE,Lobby,Heat exposure — add shade
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,8,4/19/2024,6/14/2021,19,Online,32.2,30,0,203,93,Good,99.47,110,8.65,TRUE,FALSE,Gate,Heat exposure — add shade
78,د.4 / الرياض المخرج المؤدي الي ط. المطار," 29°19'6.63""N","47°58'23.02""E",IP,Hanwha,5,7/29/2024,11/9/2023,21,Online,33.7,70,1,562,60,Good,99.13,119,2.47,FALSE,FALSE,Server Room,Replace network cable
326,قادم من شارع فهد السالم باتجاه دوار الجهراء," 29°21'43.73""N"," 47°57'52.14""E",Analog,Vivotek,5,9/13/2018,1/24/2025,18,Online,35.1,53,0,679,76,Good,98.7,115,5.32,TRUE,FALSE,Warehouse,
207,قادم الرقه باجاه د.6 مقابل صباح السالم," 29°15'33.99""N"," 48° 3'50.65""E",Analog,Honeywell,4,6/3/2019,8/20/2025,20,Online,39.9,24,0,326,71,Good,98.45,126,3.58,TRUE,FALSE,Roof,Check IR LEDs
114,مدخل شارع الاقصى القادم من الفحيحيل," 29°18'1.22""N","48° 3'51.56""E",Dome,Bosch,8,11/14/2022,6/11/2023,19,Online,38,35,0,190,86,Good,98.62,109,6.28,TRUE,TRUE,Server Room,Firmware update recommended
440,القادم من شارع عيسى القطامي السالميه باتجاه د.5," 29°19'25.31""N"," 48° 3'56.12""E",Bullet,Hanwha,5,5/21/2019,1/17/2021,19,Online,35.7,60,3,716,74,Warning,98.4,104,1.51,FALSE,TRUE,Roof,Heat exposure — add shade
431,القادم من شارع عمان السالميه باتجاه د.5,,,Dome,Hanwha,8,5/28/2025,10/23/2025,20,Online,28.8,40,1,329,87,Good,99.02,98,9.01,TRUE,FALSE,Perimeter,Replace network cable
436,القادم من د.5 باتجاه شارع عيسى القطامي السالميه,"29°19'25.41""N"," 48° 3'56.91""E",Dome,Hanwha,4,7/19/2018,10/7/2025,20,Online,33,42,1,16,95,Good,98.71,124,3.1,TRUE,FALSE,Gate,Lens requires cleaning
105,القادم من الجهراء باتجاه الفحيحيل," 29°18'30.40""N","48° 3'25.23""E",IP,Honeywell,12,6/7/2019,2/24/2024,23,Online,33.8,51,1,391,83,Good,99.3,119,14.23,TRUE,FALSE,Server Room,
42,قادم المدينه باتجاه الجهراء جسر - غرناطه ," 29°18'35.20""N","47°52'46.68""E",IP,Hanwha,4,7/15/2021,7/20/2022,22,Online,38.2,47,2,456,70,Warning,99.38,98,1.81,TRUE,FALSE,Roof,
166,قادم من الجهراء باتجاه الجساوي ,"29°16'1.06""N","47°55'17.84""E",IP,Hanwha,5,2/18/2022,10/25/2025,19,Online,36.2,63,3,290,72,Warning,99.88,124,2.44,TRUE,FALSE,Server Room,Lens requires cleaning
118,قادم من الفحيحيل باتجاه شارع التعاوان," 29°15'53.70""N","48° 5'11.26""E",Dome,Axis,4,3/21/2019,3/17/2023,22,Online,27.8,81,2,464,91,Good,99.86,117,1.23,TRUE,FALSE,Warehouse,
124,قادم من المسيله باتجاه المديدنه," 29°16'5.63""N","48° 2'29.06""E",Fisheye,Hikvision,2,6/12/2018,12/17/2023,21,Offline,32.8,49,1,579,78,Warning,96.83,111,2.19,TRUE,FALSE,Lobby,
243,قادم من حسين علي الرومي باتجاه عيسى بن سلمان الخليفه," 29°19'51.52""N"," 48° 2'18.02""E",PTZ,Honeywell,5,9/24/2024,2/12/2021,20,Online,26.2,47,1,624,67,Good,98,110,1.92,TRUE,TRUE,Gate,
95,مخرج  بجانب الجابريه باتجاه المدينه," 29°18'40.10""N"," 48° 1'14.22""E",Thermal,Honeywell,8,5/6/2023,12/24/2024,19,Online,37.7,45,0,371,68,Good,98.62,112,2.98,TRUE,TRUE,Server Room,Heat exposure — add shade
442,القادم من شارع الخنساء باتجاه شارع المغيرة بن شعبة ," 29°19'36.72""N"," 48° 4'37.01""E",Fisheye,Hikvision,2,9/29/2025,12/10/2019,19,Online,41.2,67,0,556,96,Good,99.24,130,1.29,TRUE,FALSE,Roof,
214,قادم من ابوفطيره باتجاه الفحيحيل," 29°12'40.36""N","48° 6'11.06""E",Dome,Vivotek,5,9/23/2020,3/22/2025,20,Online,31.9,51,1,515,97,Good,98.77,147,3.85,TRUE,FALSE,Office,Lens requires cleaning
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,8,3/27/2022,8/17/2025,18,Online,25.8,40,0,26,65,Good,99.92,115,9.15,TRUE,FALSE,Office,Periodic false motion alerts
67,د.4 / القاسم المخرج المؤدي الي الميره," 29°18'49.00""N","47°55'38.54""E",Dome,Bosch,8,3/10/2021,7/20/2020,23,Online,27.4,71,0,83,78,Good,98.92,118,9.31,TRUE,FALSE,Roof,Check IR LEDs
277,قادم من شارع السور باتجاه الخليج العربي السالمية ,,,Fisheye,Honeywell,5,1/6/2019,1/4/2024,21,Online,35.1,54,1,623,64,Good,98.05,110,3.58,TRUE,FALSE,Warehouse,Focus adjustment needed
71,د.4 / الغرالي المخرج المؤدي الي جسر جابر," 29°19'0.68""N","47°56'30.12""E",Analog,Hanwha,5,10/28/2018,3/6/2023,21,Online,41.1,67,2,241,77,Warning,98.43,108,4.39,TRUE,TRUE,Warehouse,
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,5,11/26/2018,1/22/2021,21,Online,32.2,57,1,218,99,Good,98.46,111,4.91,TRUE,TRUE,Server Room,Replace network cable
47,قادم دوار الامم باتجاه د.4 - الاندلس," 29°18'26.80""N","47°53'34.08""E",Thermal,Hikvision,12,11/15/2022,8/10/2023,21,Online,15.7,51,1,702,89,Good,98.45,128,8.25,TRUE,FALSE,Office,Check IR LEDs
105,القادم من الجهراء باتجاه الفحيحيل," 29°18'30.40""N","48° 3'25.23""E",IP,Honeywell,4,6/7/2019,10/29/2025,20,Online,35.1,62,0,1,65,Good,98.82,119,4.2,TRUE,FALSE,Lobby,Lens requires cleaning
374,قادم من الدائري الاول باتجاه  طريق الفحاحيل السريع," 29°22'22.36""N"," 47°59'49.37""E",Bullet,Bosch,8,9/20/2020,2/29/2024,23,Online,25.1,64,0,290,76,Good,99.62,126,7.12,TRUE,FALSE,Roof,Replace network cable
373,قادم من الدائري الاول باتجاه  طريق المفرب السريع," 29°21'37.44""N"," 47°59'12.76""E",Analog,Uniview,8,9/7/2019,6/13/2025,23,Online,29.1,37,1,269,84,Good,99.89,106,4.94,FALSE,TRUE,Server Room,Heat exposure — add shade
89,د.4 / المغرب المخرج المؤدي الي المدينه," 29°19'28.25""N","48° 0'41.34""E",IP,Hanwha,4,1/3/2025,1/7/2025,19,Intermittent,32.1,77,2,82,68,Warning,96.95,122,4.51,TRUE,FALSE,Perimeter,Focus adjustment needed
431,القادم من شارع عمان السالميه باتجاه د.5,,,Dome,Hanwha,8,5/28/2025,5/24/2024,21,Offline,28.7,66,3,32,89,Warning,94.34,116,4.89,TRUE,FALSE,Lobby,
454,القادم من د.5 باتجاه دوار البدع," 29°19'32.43""N"," 48° 4'45.52""E",Thermal,Hanwha,4,3/8/2019,10/22/2025,21,Online,36.6,63,1,162,89,Good,98.89,121,3.69,TRUE,FALSE,Server Room,
15,قادم من د. الاول الجسر باتجاه د.2," 29°21'26.34""N","47°57'16.47""E",Dome,Hikvision,2,4/16/2024,11/22/2022,18,Offline,30.6,57,0,125,67,Warning,95.05,131,1.81,TRUE,FALSE,Server Room,
89,د.4 / المغرب المخرج المؤدي الي المدينه," 29°19'28.25""N","48° 0'41.34""E",IP,Hanwha,5,1/3/2025,8/20/2025,20,Online,32.8,57,2,376,92,Good,98.55,139,3.61,TRUE,FALSE,Perimeter,
34,القادم طريق الجهراء باتجاه د.2," 29°20'54.57""N","47°57'24.87""E",IP,Uniview,2,10/30/2022,12/4/2024,20,Online,23.2,63,2,469,86,Good,99.38,116,1.03,TRUE,FALSE,Lobby,Lens requires cleaning
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,8,11/27/2021,12/22/2024,22,Online,31.7,51,1,425,93,Good,98.7,121,3.26,TRUE,FALSE,Warehouse,
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,4,3/27/2022,9/10/2025,23,Online,30,58,0,232,93,Good,98.48,123,4.28,TRUE,FALSE,Lobby,Firmware update recommended
167,قادم من الحساوي باتجاه المسيله," 29°16'0.54""N","47°55'45.08""E",Analog,Hikvision,5,3/6/2019,6/6/2024,23,Online,37.1,48,1,656,83,Good,98.72,105,2.99,TRUE,FALSE,Lobby,Focus adjustment needed
278,قادم منشارع الخليج باتجاه شارع عبد العزيز حمد الصقر  الشويخ ,"  29°22'4.10""N","  47°57'48.22""E",Bullet,Hanwha,4,2/11/2024,4/29/2023,22,Online,29.6,61,3,220,75,Warning,98.26,117,2.96,TRUE,TRUE,Warehouse,Heat exposure — add shade
124,قادم من المسيله باتجاه المديدنه," 29°16'5.63""N","48° 2'29.06""E",Fisheye,Hikvision,8,6/12/2018,7/29/2018,23,Online,33.1,84,5,451,71,Critical,98.19,117,3.95,TRUE,FALSE,Server Room,Firmware update recommended
298,قادم من شارع عبد الرحمن يوسف حمد الرومي باتجاه قادم من شارع الخليج العربي الشويخ,"  29°22'55.58""N"," 48° 0'8.44""E",PTZ,Honeywell,5,1/14/2023,1/22/2025,21,Online,33.6,71,1,384,66,Good,98.73,127,5.45,TRUE,FALSE,Parking,Lens requires cleaning
193,قادم من اسواق القرين باتجاه الاحمدي," 29°12'13.56""N","48° 3'36.56""E",PTZ,Vivotek,5,5/29/2021,7/30/2025,18,Online,16.8,44,3,661,86,Warning,98.48,128,2.02,TRUE,FALSE,Lobby,Replace network cable
352,قادم من شارع السور/القاهرة باتجاه شارع مبارك الكبير ," 29°22'1.43""N"," 47°59'21.61""E",Analog,Hanwha,4,12/8/2021,11/7/2023,19,Online,31.6,57,1,81,71,Good,99.93,139,3.89,TRUE,TRUE,Warehouse,Focus adjustment needed
84,د.4 / الرياض المخرج المؤدي الي السالميه," 29°19'5.85""N","47°58'32.36""E",Thermal,Honeywell,2,7/27/2020,11/9/2021,23,Online,29.4,43,3,119,75,Warning,98.84,104,0.82,TRUE,TRUE,Office,Firmware update recommended
148,مدخل  مطار الكويت الدولي," 29°15'7.59""N","47°58'5.94""E",Dome,Bosch,5,2/18/2025,10/28/2025,21,Online,39.8,58,1,563,88,Good,99.39,113,2.1,TRUE,TRUE,Gate,Lens requires cleaning
41,قادم من ط. الجهراء باتجاه جمال جسرعلوي," 29°19'16.19""N"," 47°53'51.02""E",Fisheye,Hanwha,5,2/5/2024,12/17/2021,19,Online,36.7,34,2,436,78,Good,99.76,124,3.3,FALSE,TRUE,Perimeter,Periodic false motion alerts
372,قادم من شارع جابر المبارك باتجاه شارع خالد ابن الوليد ," 29°22'31.00""N"," 47°59'35.41""E",Fisheye,Hikvision,5,8/4/2022,6/16/2025,22,Online,31.2,80,1,252,93,Good,98.77,113,1.92,TRUE,TRUE,Lobby,Lens requires cleaning
288,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد الشويخ ," 29°23'6.68""N"," 47°58'48.27""E",Analog,Uniview,8,2/10/2025,8/15/2025,21,Online,30.3,33,1,591,85,Good,98.05,141,3.74,TRUE,FALSE,Office,
255,قادم من شارع حمد راشد العليان باتجاه الدائري الرابع ,,,Thermal,Hanwha,4,6/20/2022,11/8/2020,23,Intermittent,35.1,55,0,104,87,Good,92.22,136,4.58,TRUE,FALSE,Roof,Periodic false motion alerts
61,مدخل الطريق المؤدي الي ميناء الدوحه," 29°21'12.77""N","47°48'8.37""E",Dome,Dahua,8,1/14/2020,5/9/2025,18,Online,37.9,45,1,596,79,Good,99.33,126,3.12,TRUE,FALSE,Warehouse,Check IR LEDs
98,مدخل شارع بيروت من ط. الملك فهد,"  29°19'50.30""N","48° 0'26.05""E",Analog,Hikvision,2,9/22/2019,3/22/2024,23,Online,30.9,59,1,136,73,Good,99.56,134,0.74,TRUE,FALSE,Server Room,Heat exposure — add shade
157,مدخل مطار الكويت الدولي T4," 29°15'14.72""N","47°57'41.92""E",Thermal,Bosch,2,1/14/2025,2/25/2025,18,Online,34.3,46,1,437,79,Good,98.43,134,2.12,TRUE,FALSE,Perimeter,Check IR LEDs
212,الغوض / 208  قادم ط. الفحيحيل باتجاه العدان," 29°12'44.20""N","48° 5'24.38""E",PTZ,Dahua,5,1/18/2021,8/17/2025,19,Online,29,48,4,614,73,Warning,99.52,129,2.03,FALSE,FALSE,Office,Replace network cable
397,القادم من  الدائري الخامس باتجاه شارع قطر السالميه ," 29°19'30.57""N"," 48° 5'6.72""E",Analog,Honeywell,5,3/4/2025,6/8/2024,19,Offline,27.1,55,1,151,66,Warning,94.31,131,4.76,TRUE,FALSE,Roof,Replace network cable
440,القادم من شارع عيسى القطامي السالميه باتجاه د.5," 29°19'25.31""N"," 48° 3'56.12""E",Bullet,Hanwha,5,5/21/2019,10/8/2025,21,Online,29.2,95,2,17,61,Warning,99.51,121,3.35,FALSE,FALSE,Lobby,Firmware update recommended
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,2,3/27/2022,10/25/2021,22,Online,39.6,71,1,284,73,Good,99.4,127,1.41,TRUE,FALSE,Server Room,Focus adjustment needed
150,مخرج مطار الكويت الدولي," 29°15'6.41""N","47°58'6.56""E",Dome,Honeywell,5,9/13/2022,1/23/2025,18,Online,27.1,50,2,563,63,Warning,99.17,123,3.87,TRUE,FALSE,Perimeter,
